#B1SiPM1
.	-55	0	2	1.41421
.	-55	0	2	1.41421
.	-75	0	-nan	-nan
.	-135	0	-nan	-nan
.	-45	0	-nan	-nan
.	-20	0	-nan	-nan
.	-17.5	0	-nan	-nan
.	-37.5	0	-nan	-nan
.	-22.5	0	-nan	-nan
.	-77.5	0	-nan	-nan
.	-27.5	0	-nan	-nan
.	-40	0	-nan	-nan
.	37.2418	4.30785	3.08324	0.0668412
.	63.5032	7.73912	1.40554	0.0379475
.	-25	0	-nan	-nan
.	48.2041	2.12781	2.2774	0.0267515
.	48.2041	2.12781	2.2774	0.0267515
.	48.2041	2.12781	2.2774	0.0267515
.	-40	0	-nan	-nan
.	-135	0	-nan	-nan
.	-75	0	-nan	-nan
.	-17.5	0	-nan	-nan
.	-20	0	-nan	-nan
.	-75	0	2	0.142134
aa23_test2	39.6492	18.1577	0.0509554	0.00912176
.root	-12.8	0	2	0.184115
.root	-12.8	0	2	0.184115
.root	-12.8	0	2	0.184115
.root	-12.8	0	2	0.184115
.root	-12.8	0	2	0.184115
.root	-12.8	0	2	0.184115
.root	-27.6777	4.9537	2	0.184115
.root	-27.6777	4.9537	2	0.184115
.root	-27.6777	4.9537	2	0.184115
.root	-12.8	0	2	0.184115
.root	-12.8	0	2	0.184115
.root	-12.8	0	2	0.184115
.root	-12.8	0	2	0.184115
.root	-12.8	0	2	0.184115
.root	-12.8	0	2	0.184115
.root	-27.6777	4.9537	2	0.184115
.root	-11.1	0	-nan	-nan
.root	-11.6	0	-nan	-nan
	-55	0	-nan	-nan
	11.6593	0.328695	4.12	0.355066
	-10	0	-nan	-nan
	-9.5	0	-nan	-nan
	-2.7	0	2	1.41421
	9.80526	2.45194	0	0
	-1.8	0	2	0.149071
	-1.8	0	2	0.149071
	0.8325	0.0415959	-nan	-nan
	-9.32034e+11	0	2	0.426401
	-9.32015e+11	0	2	0.426401
	5.05145	0.67262	inf	inf
	9.09364	0.0616572	1.25884	0.00753953
	9.54101	1.5928	12.5166	0.116134
	10.1729	0.036214	3.40232	0.0163402
	19.2825	0.0812866	0.0278155	0.00218707
	6.14157	0.0171676	inf	inf
	6.9389	0.0291908	11598	4100.87
	1	0.119482	-nan	-nan
	20.5	29.1307	-nan	-nan
	-2.7	0	2	1.41421
	-2.7	0	2	1.41421
	-0.7	0	2	0.333333
	-0.7	0	2	0.333333
	3.56908	0.597762	0.155731	0.00494732
	3.56908	0.597762	0.155731	0.00494732
	3.56908	0.597762	0.155731	0.00494732
	33.8214	0.011994	0.422664	0.00180723
	27.1391	0.00062007	inf	inf
	-3.6	0	2	0.150756
	-3.6	0	2	0.150756
	-94	0	2	0.235702
.root	9.32034e+11	0	-nan	-nan
.root	25.1289	0.264015	0.512821	0.0642667
.root	25.3818	0.0777686	0.264368	0.0293274
.root	39.9894	23.0338	0.653846	0.0645846
.root	19.0236	0.0671928	-nan	-nan
.root	19.0236	0.0671928	-nan	-nan
.root	21.0688	0.0577245	inf	inf
.root	17.1699	0.549058	0.152174	0.0210945
.root	17.1699	0.549058	0.152174	0.0210945
.root	20.1238	0.882467	0.113445	0.0112216
.root	25.6907	0.694653	0.226244	0.0168785
